0, target plane transform 0.151594 1.36992 0.438642 -0.3826834 0 0 0.9238796
0, grid mapping [0 0 0 -0.125  0.125 0.02659401 1.475986 0.3679313] [3 1 0 -0.125  0 0.02659401 1.387598 0.4563197] [6 2 0 -0.125  -0.125 0.02659401 1.299209 0.544708] [1 0 1 0  0.125 0.151594 1.475986 0.3679313] [4 1 1 0  0 0.151594 1.387598 0.4563197] [7 2 1 0  -0.125 0.151594 1.299209 0.544708] [2 0 2 0.125  0.125 0.276594 1.475986 0.3679313] [5 1 2 0.125  0 0.276594 1.387598 0.4563197] [8 2 2 0.125  -0.125 0.276594 1.299209 0.544708]
0.09999999, target_spawn, target ID 0, grid ID 2
0.55, target_spawn, target ID 1, grid ID 4
0.6, target_hit, target ID 0, grid ID 2, velocity -1.512648 2.066478 -0.02954088
0.85, target_spawn, target ID 2, grid ID 3
0.9, target_hit, target ID 1, grid ID 4, velocity 0.1456309 -0.785086 0.6351982
1.1, target_spawn, target ID 3, grid ID 2
1.3, target_spawn, target ID 4, grid ID 0
1.3, target_hit, target ID 3, grid ID 2, velocity 0.1895305 0.8746109 -0.5520553
1.7, target_spawn, target ID 5, grid ID 4
1.85, target_hit, target ID 5, grid ID 4, velocity -0.2511242 0.213012 -0.1074951
1.948, target_miss, target ID 2, grid ID 3
2.25, target_spawn, target ID 6, grid ID 8
2.398, target_miss, target ID 4, grid ID 0
2.5, target_spawn, target ID 7, grid ID 5
2.7, target_hit, target ID 6, grid ID 8, velocity 0.4790425 -0.1728497 0.193863
2.75, target_spawn, target ID 8, grid ID 0
2.9, target_hit, target ID 7, grid ID 5, velocity -0.5489677 0.4188476 -0.1268291
3.2, target_spawn, target ID 9, grid ID 8
3.3, target_hit, target ID 9, grid ID 8, velocity -0.06701346 -0.117654 0.04518706
3.45, target_spawn, target ID 10, grid ID 3
3.7, target_spawn, target ID 11, grid ID 2
3.848, target_miss, target ID 8, grid ID 0
3.9, target_hit, target ID 11, grid ID 2, velocity 0.06223831 0.1117074 -0.04267414
4.2, target_spawn, target ID 12, grid ID 1
4.4, target_hit, target ID 12, grid ID 1, velocity -0.2685372 0.6111085 -0.3567923
4.548, target_miss, target ID 10, grid ID 3
4.7, target_spawn, target ID 13, grid ID 6
5.05, target_spawn, target ID 14, grid ID 3
5.35, target_spawn, target ID 15, grid ID 2
5.55, target_hit, target ID 15, grid ID 2, velocity 0.1546172 0.2264659 -0.06911495
5.798, target_miss, target ID 13, grid ID 6
5.95, target_spawn, target ID 16, grid ID 8
6.05, target_hit, target ID 16, grid ID 8, velocity 0.08558188 -0.04200697 0.04393834
6.148, target_miss, target ID 14, grid ID 3
6.15, target_spawn, target ID 17, grid ID 1
6.35, target_hit, target ID 17, grid ID 1, velocity -0.4021339 0.671007 -0.4359473
6.65, target_spawn, target ID 18, grid ID 3
7.15, target_spawn, target ID 19, grid ID 6
7.449999, target_spawn, target ID 20, grid ID 8
7.650001, target_hit, target ID 20, grid ID 8, velocity 0.207373 -0.2614639 0.1887088
7.748, target_miss, target ID 18, grid ID 3
8.049999, target_spawn, target ID 21, grid ID 0
8.2, target_spawn, target ID 22, grid ID 4
8.248, target_miss, target ID 19, grid ID 6
8.3, target_hit, target ID 22, grid ID 4, velocity -0.1043782 0.1050978 -0.06355221
8.599999, target_spawn, target ID 23, grid ID 2
8.7, target_spawn, target ID 24, grid ID 6
8.75, target_hit, target ID 23, grid ID 2, velocity -0.2223845 0.301205 -0.1678944
9.148001, target_miss, target ID 21, grid ID 0
9.15, target_spawn, target ID 25, grid ID 7
9.25, target_hit, target ID 25, grid ID 7, velocity 0.03068074 0.1273076 -0.06860156
9.499999, target_spawn, target ID 26, grid ID 3
9.798, target_miss, target ID 24, grid ID 6
9.9, target_spawn, target ID 27, grid ID 7
10.05, target_hit, target ID 27, grid ID 7, velocity -0.280068 -0.07881147 0.01492506
10.15, target_spawn, target ID 28, grid ID 8
10.25, target_hit, target ID 28, grid ID 8, velocity 0.3002775 -0.021279 0.05827405
10.55, target_spawn, target ID 29, grid ID 2
10.598, target_miss, target ID 26, grid ID 3
10.7, target_hit, target ID 29, grid ID 2, velocity -0.04852958 0.3638095 -0.1911229
10.8, target_spawn, target ID 30, grid ID 4
10.9, target_hit, target ID 30, grid ID 4, velocity -0.1702502 -0.244411 0.1145411
11.25, target_spawn, target ID 31, grid ID 8
11.4, target_hit, target ID 31, grid ID 8, velocity 0.6216332 -0.3785231 0.1423478
11.7, target_spawn, target ID 32, grid ID 3
11.8, target_spawn, target ID 33, grid ID 8
12.05, target_hit, target ID 33, grid ID 8, velocity 0.4595048 -0.5831943 0.296295
12.25, target_spawn, target ID 34, grid ID 6
12.5, target_spawn, target ID 35, grid ID 1
12.7, target_hit, target ID 35, grid ID 1, velocity -0.3071397 0.5562904 -0.3611992
12.8, target_miss, target ID 32, grid ID 3
13.1, target_spawn, target ID 36, grid ID 7
13.25, target_hit, target ID 36, grid ID 7, velocity -0.2980719 -0.08412288 -0.002215045
13.348, target_miss, target ID 34, grid ID 6
13.5, target_spawn, target ID 37, grid ID 4
13.65, target_spawn, target ID 38, grid ID 7
13.65, target_hit, target ID 37, grid ID 4, velocity -0.09820245 0.2758634 -0.1839743
13.75, target_spawn, target ID 39, grid ID 8
13.8, target_hit, target ID 38, grid ID 7, velocity 0.1521744 -0.1427113 0.1144675
13.85, target_hit, target ID 39, grid ID 8, velocity 0.4528753 -0.3205555 0.2362044
14.05, target_spawn, target ID 40, grid ID 4
14.4, target_hit, target ID 40, grid ID 4, velocity -0.5743064 0.3429533 -0.2481024
14.5, target_spawn, target ID 41, grid ID 3
14.9, target_spawn, target ID 42, grid ID 1
15.1, target_spawn, target ID 43, grid ID 5
15.15, target_hit, target ID 42, grid ID 1, velocity -0.211282 0.6301861 -0.3577185
15.5, target_hit, target ID 43, grid ID 5, velocity -0.3571332 0.1797855 -0.1061809
15.55, target_spawn, target ID 44, grid ID 4
15.6, target_miss, target ID 41, grid ID 3
15.7, target_hit, target ID 44, grid ID 4, velocity -0.1923862 0.2003021 -0.1316649
15.9, target_spawn, target ID 45, grid ID 2
16.1, target_spawn, target ID 46, grid ID 5
