243.9098, target plane transform 0.1034153 1.092245 0.2099642 0 0 0 1
243.9098, grid mapping [0 0 0 -0.125  0.125 -0.02158472 1.217245 0.2349642] [3 1 0 -0.125  0 -0.02158472 1.092245 0.2349642] [6 2 0 -0.125  -0.125 -0.02158472 0.9672453 0.2349642] [1 0 1 0  0.125 0.1034153 1.217245 0.2349642] [4 1 1 0  0 0.1034153 1.092245 0.2349642] [7 2 1 0  -0.125 0.1034153 0.9672453 0.2349642] [2 0 2 0.125  0.125 0.2284153 1.217245 0.2349642] [5 1 2 0.125  0 0.2284153 1.092245 0.2349642] [8 2 2 0.125  -0.125 0.2284153 0.9672453 0.2349642]
247.9336, target_spawn, target ID 0, grid ID 2
248.3096, target_spawn, target ID 1, grid ID 8
248.5603, target_spawn, target ID 2, grid ID 0
248.769, target_spawn, target ID 3, grid ID 7
248.9639, target_spawn, target ID 4, grid ID 5
248.9857, target_hit, target ID 1, grid ID 8, velocity -0.04475231 -1.106411 0.5633454
249.0286, target_miss, target ID 0, grid ID 2
249.312, target_spawn, target ID 5, grid ID 3
249.3286, target_hit, target ID 3, grid ID 7, velocity 0.1912757 -0.4036747 0.3724803
249.4791, target_spawn, target ID 6, grid ID 1
249.6429, target_hit, target ID 4, grid ID 5, velocity 0.1072255 -0.2606748 0.3997792
249.6459, target_spawn, target ID 7, grid ID 4
249.6572, target_miss, target ID 2, grid ID 0
249.9571, target_hit, target ID 5, grid ID 3, velocity 0.07859571 -0.3374134 0.4266727
249.9665, target_spawn, target ID 8, grid ID 2
250.1857, target_hit, target ID 7, grid ID 4, velocity 0.04241845 -0.5002646 0.5284142
250.4143, target_hit, target ID 6, grid ID 1, velocity 0.1591558 -0.0854352 0.3161563
250.4261, target_spawn, target ID 9, grid ID 7
250.8298, target_spawn, target ID 10, grid ID 4
250.9143, target_hit, target ID 9, grid ID 7, velocity -0.3955275 -1.407828 0.5649095
250.9273, target_spawn, target ID 11, grid ID 8
251.0571, target_miss, target ID 8, grid ID 2
