0, target plane transform 0.151594 1.36992 0.438642 -0.3826834 0 0 0.9238796
0, grid mapping [0 0 0 -0.125  0.125 0.02659401 1.475986 0.3679313] [3 1 0 -0.125  0 0.02659401 1.387598 0.4563197] [6 2 0 -0.125  -0.125 0.02659401 1.299209 0.544708] [1 0 1 0  0.125 0.151594 1.475986 0.3679313] [4 1 1 0  0 0.151594 1.387598 0.4563197] [7 2 1 0  -0.125 0.151594 1.299209 0.544708] [2 0 2 0.125  0.125 0.276594 1.475986 0.3679313] [5 1 2 0.125  0 0.276594 1.387598 0.4563197] [8 2 2 0.125  -0.125 0.276594 1.299209 0.544708]
0.09999999, target_spawn, target ID 0, grid ID 7
0.35, target_spawn, target ID 1, grid ID 2
0.8, target_spawn, target ID 2, grid ID 5
0.85, target_hit, target ID 1, grid ID 2, velocity -0.2249579 -0.5168133 0.574656
0.9, target_hit, target ID 2, grid ID 5, velocity -0.2641145 -0.8050707 0.5927106
1.198, target_miss, target ID 0, grid ID 7
1.25, target_spawn, target ID 3, grid ID 6
1.7, target_spawn, target ID 4, grid ID 7
1.95, target_hit, target ID 4, grid ID 7, velocity -0.2983169 -0.2048055 0.06817865
2, target_spawn, target ID 5, grid ID 3
2.348, target_miss, target ID 3, grid ID 6
2.35, target_spawn, target ID 6, grid ID 0
2.8, target_spawn, target ID 7, grid ID 2
3, target_hit, target ID 7, grid ID 2, velocity -0.2238868 0.4916989 -0.2368422
3.098, target_miss, target ID 5, grid ID 3
3.4, target_spawn, target ID 8, grid ID 5
3.448, target_miss, target ID 6, grid ID 0
3.5, target_spawn, target ID 9, grid ID 7
3.55, target_hit, target ID 8, grid ID 5, velocity -0.04473618 0.3599419 -0.1717133
3.75, target_hit, target ID 9, grid ID 7, velocity 0.1368841 -0.3108546 0.2554058
3.8, target_spawn, target ID 10, grid ID 3
4.3, target_spawn, target ID 11, grid ID 7
4.4, target_spawn, target ID 12, grid ID 8
4.4, target_hit, target ID 11, grid ID 7, velocity -0.1104205 0.06111304 -0.02929354
4.5, target_hit, target ID 12, grid ID 8, velocity 0.2559651 -0.1218947 0.153663
4.8, target_spawn, target ID 13, grid ID 0
4.898, target_miss, target ID 10, grid ID 3
5.2, target_spawn, target ID 14, grid ID 6
5.5, target_spawn, target ID 15, grid ID 3
5.898, target_miss, target ID 13, grid ID 0
6.25, target_spawn, target ID 16, grid ID 8
6.298, target_miss, target ID 14, grid ID 6
6.4, target_hit, target ID 16, grid ID 8, velocity 0.3074642 -0.2166399 0.137219
6.598001, target_miss, target ID 15, grid ID 3
6.65, target_spawn, target ID 17, grid ID 7
6.85, target_hit, target ID 17, grid ID 7, velocity -0.07749425 -0.2511613 0.1214843
7.05, target_spawn, target ID 18, grid ID 8
7.2, target_spawn, target ID 19, grid ID 6
7.2, target_hit, target ID 18, grid ID 8, velocity 0.6506845 0.01600648 -0.03780799
7.449999, target_spawn, target ID 20, grid ID 1
7.599999, target_spawn, target ID 21, grid ID 2
7.650001, target_hit, target ID 20, grid ID 1, velocity -0.2245835 0.6136805 -0.3353369
7.8, target_hit, target ID 21, grid ID 2, velocity 0.1381305 -0.09819978 0.1455977
8.049999, target_spawn, target ID 22, grid ID 5
8.2, target_spawn, target ID 23, grid ID 3
8.25, target_hit, target ID 22, grid ID 5, velocity 0.2565138 0.2925954 -0.1270713
8.298, target_miss, target ID 19, grid ID 6
8.65, target_spawn, target ID 24, grid ID 8
8.849999, target_spawn, target ID 25, grid ID 6
8.950001, target_hit, target ID 24, grid ID 8, velocity 0.2793814 -0.2439342 0.1372598
9.298, target_miss, target ID 23, grid ID 3
9.349999, target_spawn, target ID 26, grid ID 7
9.6, target_hit, target ID 26, grid ID 7, velocity -0.2118283 -0.2341909 0.1245093
9.65, target_spawn, target ID 27, grid ID 8
9.75, target_hit, target ID 27, grid ID 8, velocity 0.2548789 0.01405186 0.05450979
9.948001, target_miss, target ID 25, grid ID 6
10.15, target_spawn, target ID 28, grid ID 4
10.3, target_hit, target ID 28, grid ID 4, velocity -0.1339327 0.01850669 -0.02102738
10.45, target_spawn, target ID 29, grid ID 2
10.5, target_spawn, target ID 30, grid ID 3
10.65, target_hit, target ID 29, grid ID 2, velocity -0.3225583 0.3358428 -0.2122189
10.8, target_spawn, target ID 31, grid ID 7
10.95, target_hit, target ID 31, grid ID 7, velocity -0.4384147 -0.3099923 0.05141973
11.05, target_spawn, target ID 32, grid ID 0
11.35, target_spawn, target ID 33, grid ID 8
11.55, target_hit, target ID 33, grid ID 8, velocity 0.1769438 -0.3774455 0.2161067
11.598, target_miss, target ID 30, grid ID 3
11.95, target_spawn, target ID 34, grid ID 6
12.148, target_miss, target ID 32, grid ID 0
12.4, target_spawn, target ID 35, grid ID 5
12.6, target_spawn, target ID 36, grid ID 2
12.8, target_hit, target ID 36, grid ID 2, velocity 0.0641479 0.2564586 -0.05506542
12.85, target_hit, target ID 35, grid ID 5, velocity 0.6551166 -0.1456469 0.1900514
13.05, target_miss, target ID 34, grid ID 6
13.2, target_spawn, target ID 37, grid ID 8
13.5, target_hit, target ID 37, grid ID 8, velocity 0.1847093 -0.00395827 0.04899012
13.55, target_spawn, target ID 38, grid ID 5
13.9, target_hit, target ID 38, grid ID 5, velocity 0.6411737 -0.06511734 0.04219137
13.95, target_spawn, target ID 39, grid ID 8
14.2, target_hit, target ID 39, grid ID 8, velocity 0.3267956 -0.377195 0.2850192
14.25, target_spawn, target ID 40, grid ID 7
14.4, target_hit, target ID 40, grid ID 7, velocity -0.6655155 0.05985305 0.0175368
14.75, target_spawn, target ID 41, grid ID 1
15, target_hit, target ID 41, grid ID 1, velocity -0.1258317 0.615291 -0.4143374
15.1, target_spawn, target ID 42, grid ID 6
15.2, target_spawn, target ID 43, grid ID 4
15.4, target_spawn, target ID 44, grid ID 1
15.5, target_hit, target ID 43, grid ID 4, velocity -0.4380389 0.3601788 -0.186902
15.6, target_hit, target ID 44, grid ID 1, velocity -0.3545441 0.6799519 -0.4130451
15.9, target_spawn, target ID 45, grid ID 4
16.198, target_miss, target ID 42, grid ID 6
16.2, target_hit, target ID 45, grid ID 4, velocity -0.07472827 0.4767489 -0.229025
16.35, target_spawn, target ID 46, grid ID 0
16.6, target_spawn, target ID 47, grid ID 7
16.7, target_hit, target ID 47, grid ID 7, velocity -0.01262325 -0.3835015 0.1536018
16.75, target_spawn, target ID 48, grid ID 8
16.95, target_hit, target ID 48, grid ID 8, velocity 0.2610485 -0.1364257 0.07296412
17.1, target_spawn, target ID 49, grid ID 3
17.45, target_miss, target ID 46, grid ID 0
17.6, target_spawn, target ID 50, grid ID 4
17.9, target_hit, target ID 50, grid ID 4, velocity -0.1533038 -0.06221098 0.01455924
